round,global_weighted_accuracy
1,0.46010046948356803
2,0.6290995305164319
3,0.7981089201877933
4,0.8262723004694835
5,0.8262723004694835
6,0.8309779342723005
7,0.8309924882629107
8,0.8544643192488263
9,0.8544643192488264
10,0.8403830985915492
11,0.8309760563380281
12,0.8356755868544601
13,0.8356755868544601
14,0.8356755868544601
15,0.8403708920187793
16,0.8403708920187793
17,0.8403751173708921
18,0.8356755868544601
19,0.8309802816901409
20,0.8309802816901408
